Id,Response
2549,8
2550,1
2556,5
2557,5
2559,8
2565,8
2566,8
2567,1
2568,5
2570,7
2573,8
2577,5
2578,6
2583,2
2586,5
2587,4
2588,7
2591,8
2597,8
2606,6
2607,8
2608,7
2611,2
2612,7
2613,8
2616,8
2621,8
2622,6
2634,8
2639,8
2642,2
2644,6
2650,2
2655,8
2664,7
2667,6
2670,4
2679,2
2681,7
2683,8
2685,8
2687,8
2696,5
2699,6
2712,2
2716,7
2720,6
2725,6
2726,7
2731,6
2733,7
2740,8
2742,8
2748,4
2749,8
2763,6
2771,8
2772,4
2773,7
2783,8
2784,8
2789,1
2796,4
2798,6
2799,8
2800,5
2802,8
2805,5
2809,6
2816,8
2817,7
2821,8
2822,8
2829,6
2832,3
2842,6
2844,7
2846,6
2851,6
2852,5
2853,8
2856,7
2862,3
2866,8
2868,6
2886,8
2892,6
2893,4
2898,8
2917,2
2923,3
2927,5
2930,8
2931,2
2935,8
2936,3
2961,1
2964,7
2967,8
2968,7
2970,7
2977,3
2978,6
2979,8
2985,6
2986,2
2989,6
2997,3
2999,8
3004,7
3008,8
3010,4
3020,8
3022,7
3024,7
3027,8
3032,8
3033,8
3048,4
3053,5
3056,8
3070,7
3071,2
3073,8
3080,7
3098,8
3099,6
3109,7
3110,7
3115,2
3121,8
3128,8
3132,2
3133,2
3141,6
3144,5
3145,5
3154,7
3159,6
3164,2
3168,4
3172,3
3176,6
3186,6
3193,4
3196,8
3199,2
3200,6
3209,7
3210,8
3214,6
3229,6
3230,6
3233,8
3242,2
3244,3
3249,6
3251,2
3253,1
3264,6
3271,3
3272,8
3274,7
3276,3
3280,5
3282,5
3285,7
3297,7
3298,7
3307,5
3309,8
3310,8
3312,4
3314,8
3315,5
3316,7
3319,5
3322,8
3327,6
3332,6
3334,8
3336,1
3338,6
3340,5
3343,2
3352,7
3353,8
3356,7
3357,8
3360,5
3365,6
3366,8
3367,8
3369,8
3374,4
3376,6
3381,8
3385,5
3386,6
3397,5
3403,5
3409,4
3414,7
3415,8
3423,7
3427,6
3428,8
3439,5
3441,7
3442,3
3447,6
3453,8
3456,2
3458,5
3459,6
3462,5
3464,8
3477,7
3480,6
3483,8
3490,7
3497,8
3498,6
3500,6
3504,6
3509,2
3510,8
3511,8
3525,5
3528,6
3529,1
3531,4
3532,8
3536,7
3537,4
3538,6
3547,5
3557,5
3572,8
3573,7
3588,8
3590,6
3597,6
3601,6
3602,7
3608,8
3611,6
3616,7
3619,7
3623,4
3638,5
3641,6
3643,8
3647,3
3648,8
3662,5
3663,8
3665,6
3679,7
3683,5
3692,7
3700,7
3705,6
3706,8
3711,8
3712,2
3716,4
3725,6
3727,8
3739,6
3740,6
3743,3
3744,1
3750,8
3751,6
3752,2
3753,5
3754,2
3761,8
3762,8
3764,4
3773,8
3774,5
3775,8
3776,8
3785,6
3788,8
3791,6
3792,7
3794,5
3797,6
3798,8
3807,3
3808,8
3810,5
3813,7
3815,8
3818,6
3820,2
3824,8
3832,8
3836,8
3837,7
3849,7
3853,4
3861,3
3862,6
3863,5
3867,4
3868,8
3871,8
3873,6
3874,7
3879,7
3881,7
3883,8
3887,6
3888,5
3889,2
3898,3
3901,8
3904,3
3905,5
3907,6
3911,4
3915,7
3917,5
3923,6
3925,3
3931,6
3934,7
3943,7
3946,5
3947,6
3949,6
3958,5
3959,8
3960,4
3969,8
3971,8
3973,7
3976,8
3979,8
3982,8
3992,8
3993,6
3995,8
3997,5
4002,7
4003,8
4006,8
4010,8
4011,7
4012,8
4019,8
4020,2
4026,5
4030,2
4033,4
4034,7
4038,4
4045,7
4046,6
4047,1
4048,8
4055,8
4061,8
4063,4
4066,6
4069,7
4076,8
4081,8
4086,8
4087,8
4094,8
4096,2
4105,5
4107,5
4110,6
4115,8
4128,3
4131,8
4136,2
4140,5
4141,5
4142,8
4146,7
4156,5
4159,7
4171,7
4174,1
4175,5
4180,8
4187,6
4191,2
4193,7
4197,8
4201,7
4203,5
4205,5
4206,2
4209,7
4213,8
4215,6
4220,8
4223,7
4225,7
4234,1
4241,5
4244,6
4247,5
4254,5
4255,2
4262,2
4263,7
4266,2
4269,7
4270,2
4271,2
4274,7
4279,5
4286,1
4287,6
4288,8
4290,1
4294,8
4296,6
4299,6
4302,8
4316,8
4320,4
4321,2
4324,5
4325,2
4326,8
4332,8
4334,8
4343,8
4348,5
4350,7
4353,7
4356,7
4361,6
4367,5
4369,7
4371,6
4373,6
4374,1
4376,8
4393,3
4394,5
4397,2
4398,7
4404,8
4410,6
4411,2
4412,5
4414,5
4415,8
4418,5
4420,8
4426,6
4427,7
4430,2
4431,5
4435,8
4437,6
4438,6
4458,5
4461,5
4462,5
4464,6
4482,8
4484,6
4489,2
4494,7
4496,6
4503,6
4508,3
4515,5
4516,7
4517,8
4518,6
4524,5
4525,2
4527,8
4529,8
4535,6
4538,2
4544,6
4545,2
4550,4
4551,6
4554,7
4563,6
4565,5
4573,6
4576,8
4578,7
4587,7
4590,5
4597,6
4600,6
4608,7
4612,5
4615,7
4616,7
4618,7
4620,5
4622,5
4624,7
4628,5
4631,8
4633,8
4646,5
4648,1
4655,8
4669,8
4673,6
4677,8
4680,8
4683,6
4691,2
4694,8
4697,7
4698,3
4704,7
4711,6
4713,5
4716,5
4724,6
4727,8
4730,3
4731,6
4732,5
4741,2
4742,7
4743,7
4753,7
4758,8
4762,2
4765,3
4782,1
4787,8
4788,8
4789,1
4790,8
4792,8
4797,6
4805,5
4806,8
4809,6
4814,8
4823,8
4825,2
4830,6
4832,4
4833,2
4840,5
4841,7
4844,8
4845,8
4849,6
4858,7
4870,6
4875,8
4877,7
4882,5
4891,6
4900,5
4905,8
4907,6
4908,7
4923,7
4924,8
4925,8
4927,5
4933,7
4935,8
4941,5
4944,8
4946,5
4953,6
4956,2
4968,3
4985,1
4989,8
4995,1
5005,6
5010,2
5016,8
5018,8
5029,2
5031,4
5037,4
5039,6
5041,5
5043,7
5052,7
5055,7
5059,5
5063,8
5067,8
5070,7
5072,6
5073,6
5079,8
5086,6
5093,6
5094,1
5098,8
5101,8
5108,2
5112,7
5113,8
5119,8
5120,3
5121,6
5126,8
5127,8
5128,8
5131,4
5137,2
5146,8
5148,6
5150,7
5159,7
5160,8
5163,3
5170,6
5177,5
5179,8
5185,7
5188,8
5190,7
5191,5
5192,6
5195,3
5198,6
5208,5
5214,7
5215,6
5219,3
5220,8
5223,3
5224,3
5225,7
5227,2
5229,8
5231,2
5236,5
5237,5
5238,6
5240,5
5248,8
5252,8
5256,5
5269,8
5270,3
5272,8
5275,8
5276,6
5279,7
5280,6
5281,8
5291,6
5292,8
5294,2
5296,8
5302,6
5307,7
5312,8
5313,5
5314,8
5315,6
5316,6
5317,7
5318,6
5321,5
5322,8
5323,5
5324,8
5334,7
5343,2
5344,1
5345,6
5355,2
5364,7
5369,7
5371,7
5380,8
5385,1
5392,6
5395,6
5396,8
5398,8
5400,7
5402,8
5411,8
5412,2
5414,7
5417,5
5424,8
5427,6
5428,5
5430,5
5432,6
5438,2
5448,6
5459,2
5460,7
5461,6
5463,2
5477,3
5479,5
5481,8
5482,6
5491,2
5493,6
5506,6
5507,1
5517,6
5532,5
5533,6
5534,8
5541,8
5542,3
5548,1
5551,2
5553,5
5554,8
5565,6
5574,7
5575,8
5576,1
5583,6
5584,2
5586,2
5587,2
5588,8
5596,6
5597,8
5601,8
5603,8
5613,6
5614,8
5618,8
5619,6
5621,8
5622,8
5627,8
5628,4
5630,8
5633,1
5639,3
5643,7
5649,5
5653,7
5655,7
5664,2
5667,5
5670,8
5674,3
5678,7
5680,3
5687,2
5692,7
5694,6
5697,8
5701,2
5704,7
5710,6
5711,6
5716,2
5724,8
5725,2
5726,5
5727,8
5731,6
5749,4
5751,8
5755,6
5756,6
5761,8
5767,3
5768,5
5770,6
5772,2
5773,5
5775,8
5776,8
5784,1
5792,1
5793,6
5794,8
5797,7
5799,7
5800,8
5805,4
5809,8
5813,2
5817,8
5824,5
5829,4
5832,1
5835,4
5837,3
5847,6
5854,6
5857,5
5860,7
5872,6
5874,8
5876,5
5880,6
5882,5
5891,6
5892,2
5906,8
5922,6
5923,5
5927,5
5929,3
5941,2
5942,3
5945,8
5947,6
5950,8
5951,8
5952,6
5960,8
5965,6
5967,8
5974,8
5977,1
5984,2
5987,8
5991,5
5996,3
5997,8
6002,1
6005,4
6008,8
6009,4
6014,7
6027,6
6030,2
6033,8
6034,2
6035,7
6043,8
6046,6
6047,6
6048,7
6070,4
6071,5
6085,1
6090,6
6091,6
6092,5
6098,8
6106,7
6108,8
6111,2
6115,8
6117,3
6121,5
6124,7
6126,8
6129,8
6131,8
6141,7
6142,2
6143,5
6144,5
6147,5
6148,4
6155,5
6158,2
6159,2
6162,5
6166,8
6172,2
6177,2
6178,8
6181,5
6182,7
6185,7
6191,8
6195,7
6204,7
6205,6
6211,7
6212,8
6219,8
6220,7
6223,2
6226,7
6239,6
6243,8
6249,1
6252,7
6255,5
6260,5
6261,6
6263,5
6264,4
6270,1
6271,8
6272,5
6274,7
6277,2
6280,6
6284,6
6286,3
6288,5
6290,8
6293,6
6299,5
6301,7
6304,3
6306,3
6308,8
6309,5
6312,8
6321,6
6322,4
6331,3
6335,8
6340,7
6343,8
6344,2
6347,4
6348,6
6349,8
6350,8
6354,8
6355,5
6362,5
6367,6
6372,8
6375,7
6379,1
6384,2
6386,8
6390,6
6396,5
6401,2
6403,6
6408,4
6410,5
6420,7
6430,7
6436,8
6440,8
6442,8
6443,8
6444,4
6459,8
6466,8
6469,6
6474,8
6475,3
6476,1
6490,5
6491,4
6496,2
6497,7
6498,5
6499,7
6501,6
6514,1
6515,5
6524,8
6526,5
6532,6
6537,5
6538,6
6541,6
6546,5
6551,1
6554,5
6557,5
6560,4
6565,7
6566,6
6578,5
6582,8
6587,6
6593,7
6596,5
6611,6
6615,7
6620,8
6626,7
6627,6
6628,5
6635,6
6639,7
6641,5
6645,6
6660,8
6663,7
6669,6
6674,2
6682,7
6685,3
6687,8
6692,6
6695,7
6696,2
6699,6
6700,7
6701,6
6705,4
6707,6
6709,8
6711,8
6714,2
6722,5
6723,7
6724,7
6726,5
6733,7
6734,6
6735,7
6736,7
6738,6
6741,8
6746,7
6754,7
6758,1
6763,2
6764,2
6768,6
6778,1
6784,8
6785,6
6787,8
6806,5
6825,3
6830,1
6831,6
6832,5
6833,5
6835,3
6842,7
6843,2
6853,5
6859,5
6860,2
6862,6
6867,2
6868,8
6885,7
6888,3
6889,6
6897,2
6898,1
6900,6
6902,4
6903,3
6907,3
6909,1
6911,1
6925,7
6930,5
6931,2
6933,2
6937,5
6941,2
6948,7
6950,8
6956,8
6957,8
6960,8
6962,5
6969,2
6971,2
6973,2
6980,3
6983,2
6985,6
6999,8
7005,8
7006,8
7007,6
7012,3
7013,6
7016,5
7017,8
7020,6
7024,6
7026,2
7027,1
7029,5
7032,4
7034,6
7044,8
7054,2
7057,8
7058,5
7060,8
7065,6
7069,6
7071,8
7076,2
7077,5
7081,1
7082,4
7093,8
7095,2
7098,4
7099,1
7105,2
7106,5
7122,5
7129,8
7130,7
7135,6
7136,2
7137,2
7138,8
7141,6
7143,7
7159,7
7162,8
7165,5
7169,2
7171,3
7172,8
7175,8
7178,5
7182,8
7190,8
7194,3
7196,7
7205,8
7207,6
7210,8
7211,6
7216,7
7219,4
7222,6
7224,7
7234,4
7237,5
7242,5
7246,6
7247,1
7251,7
7252,5
7257,4
7276,5
7281,6
7286,8
7287,7
7295,6
7297,6
7300,7
7307,8
7308,1
7310,2
7315,2
7317,8
7318,7
7322,6
7325,7
7326,7
7332,6
7342,8
7345,7
7347,6
7349,6
7352,6
7353,1
7354,8
7370,6
7392,6
7394,7
7396,7
7397,6
7400,6
7402,1
7406,7
7409,8
7410,8
7412,8
7414,2
7419,7
7420,6
7421,8
7424,6
7428,2
7431,8
7435,7
7437,7
7445,5
7449,6
7456,8
7458,8
7459,4
7463,2
7464,8
7465,8
7467,8
7471,2
7472,5
7485,6
7494,1
7505,5
7511,8
7512,7
7513,5
7514,1
7515,4
7523,2
7530,7
7531,8
7536,8
7538,7
7542,2
7543,6
7549,4
7557,6
7559,6
7560,8
7563,5
7564,8
7567,8
7572,8
7575,1
7588,6
7595,4
7596,5
7602,6
7609,5
7612,7
7613,2
7621,6
7622,7
7624,8
7625,7
7629,8
7632,7
7634,7
7636,7
7637,2
7638,3
7640,2
7643,8
7648,7
7653,3
7654,8
7662,5
7671,6
7674,5
7682,5
7683,8
7686,6
7690,2
7692,8
7694,3
7695,6
7700,6
7714,2
7715,8
7721,8
7728,8
7737,5
7739,2
7745,2
7747,5
7761,8
7762,8
7763,6
7770,4
7771,6
7774,8
7776,2
7779,5
7793,6
7795,8
7796,8
7800,8
7803,8
7808,7
7811,6
7812,6
7813,2
7814,7
7818,2
7826,8
7827,8
7831,8
7834,8
7837,5
7841,8
7842,8
7843,5
7844,8
7851,8
7854,7
7856,8
7859,8
7866,6
7869,8
7870,7
7872,2
7886,6
7892,6
7893,6
7908,8
7910,8
7914,7
7919,6
7922,5
7930,6
7932,2
7947,1
7949,6
7950,8
7952,6
7953,6
7955,7
7960,5
7961,5
7962,7
7963,8
7967,2
7968,6
7975,6
7977,6
7980,7
7985,7
7987,6
7994,5
7995,8
7999,7
8005,8
8007,7
8009,7
8014,6
8017,5
8018,6
8024,2
8025,5
8026,7
8029,2
8031,8
8035,5
8049,7
8058,5
8060,7
8061,5
8070,5
8071,8
8072,4
8073,5
8075,5
8076,5
8081,6
8082,6
8090,6
8094,6
8097,2
8107,6
8112,5
8115,4
8120,3
8123,1
8128,5
8129,8
8133,7
8138,6
8142,4
8143,6
8145,6
8146,7
8147,6
8151,5
8153,8
8163,2
8167,8
8168,3
8169,6
8172,3
8178,2
8184,6
8185,6
8186,3
8187,7
8191,3
8196,5
8205,5
8206,7
8216,2
8218,8
8219,6
8227,7
8228,7
8230,8
8231,4
8234,8
8241,8
8242,6
8245,8
8246,7
8251,6
8254,6
8262,5
8269,7
8277,8
8286,6
8287,2
8288,5
8289,6
8292,5
8293,5
8294,2
8296,7
8306,5
8307,4
8314,7
8317,2
8320,8
8326,3
8329,5
8330,4
8331,2
8343,6
8350,6
8352,1
8354,6
8355,3
8356,5
8357,1
8364,7
8370,3
8381,2
8382,5
8383,7
8386,2
8389,8
8390,5
8393,7
8399,8
8400,5
8403,6
8404,2
8405,8
8409,6
8413,6
8417,6
8418,3
8423,6
8427,6
8431,8
8432,8
8434,8
8437,8
8447,6
8449,7
8457,5
8459,4
8461,3
8466,5
8467,8
8469,7
8479,5
8481,7
8493,6
8496,8
8501,7
8502,7
8508,5
8509,6
8514,7
8518,5
8519,5
8527,8
8530,8
8537,6
8539,6
8542,7
8547,8
8550,7
8554,5
8556,3
8560,7
8566,5
8569,8
8571,7
8572,6
8575,6
8580,6
8584,2
8585,7
8587,3
8593,6
8595,6
8597,4
8598,8
8599,5
8601,8
8607,2
8612,6
8621,7
8625,6
8630,8
8631,7
8633,6
8644,5
8650,1
8652,8
8656,8
8657,8
8659,8
8660,8
8665,6
8667,1
8668,5
8670,5
8682,8
8690,5
8692,8
8698,6
8702,4
8710,5
8713,8
8714,8
8715,6
8718,5
8719,4
8722,7
8737,6
8738,8
8739,8
8740,2
8745,5
8750,8
8754,1
8757,6
8762,2
8769,8
8773,8
8782,6
8790,6
8804,5
8815,5
8818,5
8819,8
8828,5
8831,7
8838,7
8841,3
8847,2
8849,2
8857,2
8860,1
8861,6
8875,8
8884,5
8889,6
8891,8
8893,8
8894,7
8897,8
8909,2
8928,7
8932,5
8933,5
8934,8
8938,8
8943,5
8946,5
8951,2
8953,5
8959,2
8960,2
8963,5
8968,7
8972,7
8973,3
8977,2
8978,4
8980,8
8984,1
8987,7
8989,7
8995,8
8996,7
9001,2
9003,4
9005,5
9007,7
9009,6
9012,6
9015,8
9024,5
9031,7
9032,7
9035,7
9053,7
9060,5
9067,8
9068,8
9077,7
9080,8
9084,8
9087,6
9090,5
9095,8
9098,4
9101,8
9108,6
9112,2
9113,7
9117,6
9123,7
9124,7
9127,5
9130,5
9132,6
9136,5
9138,8
9142,8
9143,5
9145,8
9146,4
9148,7
9151,2
9154,6
9158,6
9163,6
9169,4
9171,8
9176,5
9181,8
9185,7
9187,8
9188,8
9190,8
9204,8
9205,5
9207,5
9213,8
9220,5
9221,7
9224,5
9225,6
9227,8
9232,6
9234,8
9237,6
9238,8
9240,2
9248,7
9253,8
9254,8
9257,5
9264,2
9267,6
9269,8
9271,6
9272,8
9276,6
9278,5
9280,6
9281,8
9286,1
9288,6
9290,8
9291,7
9293,7
9294,8
9295,8
9298,8
9303,2
9304,8
9307,8
9309,8
9314,2
9315,7
9317,7
9318,6
9319,4
9320,5
9326,6
9331,2
9339,5
9342,6
9349,2
9353,1
9359,8
9362,2
9366,8
9376,2
9384,6
9386,6
9390,6
9396,6
9399,5
9402,4
9415,4
9420,7
9421,6
9422,6
9425,1
9428,8
9440,7
9441,2
9443,6
9451,7
9456,2
9457,2
9459,6
9465,2
9475,8
9483,2
9485,8
9488,8
9492,1
9494,1
9495,3
9498,5
9502,6
9506,6
9509,6
9512,8
9516,8
9520,8
9524,5
9531,2
9532,8
9538,7
9547,4
9549,5
9550,2
9552,8
9555,8
9563,8
9565,8
9574,8
9586,2
9587,8
9593,8
9594,4
9597,8
9600,2
9603,8
9607,8
9608,5
9609,5
9610,8
9612,8
9613,7
9618,3
9619,6
9621,5
9625,5
9638,8
9644,6
9650,3
9652,3
9654,8
9660,8
9665,8
9666,6
9668,5
9672,8
9674,8
9677,1
9683,5
9689,8
9690,6
9691,2
9701,8
9709,8
9712,8
9713,6
9714,6
9717,8
9720,8
9726,8
9729,7
9730,6
9741,8
9747,7
9763,8
9765,5
9771,8
9774,8
9777,5
9779,6
9783,3
9784,8
9791,5
9802,6
9810,5
9818,7
9820,8
9822,7
9825,2
9829,6
9832,6
9839,5
9846,8
9847,6
9852,4
9854,6
9855,1
9857,4
9860,2
9863,6
9866,5
9867,8
9869,8
9875,5
9879,1
9880,6
9885,5
9889,7
9890,5
9898,8
9900,2
9901,7
9917,8
9927,2
9928,6
9933,6
9937,6
9939,7
9940,2
9942,2
9945,8
9946,6
9950,8
9953,3
9954,2
9961,5
9975,8
9980,5
9983,7
9988,6
9989,4
9990,3
9991,6
9993,2
10000,6
10007,8
10010,8
10013,6
10019,5
10024,8
10026,6
10034,8
10037,4
10038,4
10045,6
10046,6
10056,7
10060,8
10062,8
10067,4
10070,4
10073,5
10074,8
10082,7
10086,6
10092,7
10096,8
10110,6
10111,6
10113,8
10115,5
10116,8
10117,5
10132,8
10135,5
10136,8
10144,7
10147,7
10154,7
10162,7
10164,5
10166,2
10167,6
10179,8
10184,8
10192,3
10203,5
10206,2
10215,6
10217,7
10222,5
10227,3
10231,8
10232,6
10236,2
10238,5
10248,6
10252,4
10262,8
10273,6
10288,7
10289,5
10290,6
10291,6
10292,5
10296,4
10302,6
10304,5
10311,5
10312,3
10313,2
10316,5
10318,8
10319,2
10320,7
10324,1
10325,8
10329,3
10330,8
10332,5
10333,6
10344,8
10348,8
10349,5
10352,5
10353,6
10354,7
10356,8
10357,7
10360,7
10362,8
10367,1
10369,8
10370,8
10372,3
10376,8
10377,8
10379,8
10384,8
10388,7
10391,8
10395,8
10403,5
10405,6
10407,6
10411,6
10417,8
10418,7
10420,8
10422,2
10426,4
10447,6
10449,3
10450,5
10453,7
10455,2
10457,4
10458,2
10461,2
10463,2
10467,8
10470,7
10475,5
10482,8
10485,2
10495,6
10501,7
10504,6
10510,8
10513,1
10517,5
10525,4
10530,5
10536,8
10537,6
10540,6
10550,8
10551,2
10552,8
10557,7
10560,4
10562,3
10563,3
10566,1
10568,7
10578,5
10580,4
10587,7
10597,2
10599,7
10606,5
10608,8
10610,2
10614,1
10615,8
10617,5
10625,2
10629,7
10633,4
10636,6
10637,6
10640,8
10649,5
10653,7
10654,8
10656,2
10660,6
10662,7
10667,4
10669,8
10671,5
10672,6
10676,4
10677,8
10680,8
10681,1
10690,8
10702,2
10703,2
10706,8
10708,4
10710,6
10713,8
10718,5
10720,5
10724,1
10726,7
10732,8
10735,6
10739,6
10742,6
10746,2
10747,6
10748,6
10752,8
10754,8
10758,6
10766,7
10768,8
10771,8
10772,8
10781,2
10782,2
10786,6
10788,6
10789,4
10796,2
10798,8
10802,2
10804,5
10812,7
10824,2
10826,7
10833,6
10837,1
10840,1
10841,5
10842,6
10846,5
10848,7
10849,8
10850,8
10853,6
10855,8
10856,7
10858,8
10861,7
10867,6
10883,1
10890,6
10892,7
10893,6
10896,5
10897,1
10901,7
10907,6
10909,8
10910,1
10913,7
10921,8
10926,8
10929,7
10933,2
10936,8
10938,6
10940,5
10941,7
10942,4
10947,6
10949,5
10951,5
10952,5
10955,3
10977,8
10978,3
10979,5
10980,2
10993,1
10995,8
11000,6
11002,8
11008,5
11009,5
11017,8
11023,8
11026,3
11027,2
11036,6
11041,6
11050,7
11075,8
11077,4
11088,4
11090,7
11092,8
11097,2
11101,7
11110,6
11112,2
11113,5
11123,7
11124,5
11126,2
11135,5
11136,2
11139,7
11146,7
11159,6
11166,8
11173,2
11174,2
11177,8
11178,5
11180,7
11188,5
11189,6
11190,4
11192,6
11203,5
11206,1
11209,7
11215,8
11224,8
11225,2
11227,5
11231,2
11242,6
11245,5
11246,6
11249,5
11251,8
11253,7
11255,8
11257,5
11258,7
11265,3
11268,1
11270,8
11272,2
11277,6
11278,7
11282,6
11285,4
11288,6
11293,2
11295,5
11296,1
11301,6
11311,7
11317,3
11320,5
11323,8
11325,5
11331,8
11332,3
11342,4
11345,7
11350,6
11356,1
11357,7
11383,5
11386,7
11387,6
11388,8
11390,2
11392,8
11394,5
11406,6
11410,4
11412,8
11417,6
11418,6
11423,5
11424,2
