Id,Response
2325,6
2327,7
2336,2
2339,7
2342,8
2347,8
2350,4
2360,7
2364,8
2369,1
2379,3
2394,7
2395,4
2399,8
2402,8
2410,8
2416,7
2420,8
2427,6
2434,8
2435,8
2441,8
2447,5
2452,6
2463,8
2467,6
2468,8
2470,6
2476,6
2483,1
2487,4
2492,8
2502,7
2504,5
2510,8
2511,1
2512,8
2517,8
2520,8
2521,8
2523,7
2524,6
2525,7
2526,3
2528,8
2530,3
2532,2
2536,4
2540,6
2541,5
2543,6
2549,8
2550,1
2556,3
2557,7
2559,7
2565,8
2566,8
2567,1
2568,4
2570,8
2573,8
2577,5
2578,7
2583,2
2586,4
2587,3
2588,7
2591,8
2597,8
2606,7
2607,8
2608,8
2611,2
2612,7
2613,8
2616,8
2621,8
2622,7
2634,8
2639,8
2642,1
2644,6
2650,1
2655,8
2664,7
2667,7
2670,4
2679,2
2681,7
2683,8
2685,8
2687,8
2696,4
2699,7
2712,2
2716,8
2720,8
2725,7
2726,8
2731,6
2733,8
2740,8
2742,7
2748,4
2749,8
2763,7
2771,8
2772,5
2773,6
2783,8
2784,8
2789,1
2796,4
2798,5
2799,8
2800,5
2802,8
2805,4
2809,7
2816,7
2817,7
2821,8
2822,8
2829,7
2832,2
2842,5
2844,6
2846,6
2851,6
2852,5
2853,8
2856,7
2862,3
2866,8
2868,4
2886,8
2892,6
2893,3
2898,8
2917,2
2923,2
2927,6
2930,8
2931,1
2935,8
2936,3
2961,1
2964,8
2967,8
2968,7
2970,7
2977,3
2978,6
2979,8
2985,4
2986,1
2989,8
2997,3
2999,8
3004,7
3008,7
3010,4
3020,8
3022,8
3024,7
3027,8
3032,8
3033,8
3048,3
3053,7
3056,8
3070,8
3071,2
3073,8
3080,8
3098,8
3099,3
3109,7
3110,7
3115,1
3121,8
3128,7
3132,1
3133,1
3141,7
3144,5
3145,4
3154,7
3159,7
3164,3
3168,1
3172,2
3176,6
3186,7
3193,4
3196,7
3199,4
3200,7
3209,8
3210,8
3214,6
3229,5
3230,7
3233,8
3242,3
3244,2
3249,6
3251,2
3253,1
3264,5
3271,3
3272,8
3274,7
3276,2
3280,4
3282,6
3285,7
3297,7
3298,8
3307,5
3309,7
3310,8
3312,5
3314,8
3315,3
3316,7
3319,5
3322,8
3327,7
3332,5
3334,8
3336,1
3338,7
3340,5
3343,2
3352,8
3353,7
3356,8
3357,8
3360,6
3365,8
3366,8
3367,8
3369,8
3374,3
3376,5
3381,8
3385,5
3386,7
3397,7
3403,4
3409,3
3414,8
3415,8
3423,8
3427,5
3428,8
3439,4
3441,7
3442,2
3447,5
3453,7
3456,3
3458,4
3459,5
3462,7
3464,8
3477,8
3480,5
3483,8
3490,7
3497,8
3498,7
3500,5
3504,5
3509,1
3510,8
3511,8
3525,4
3528,7
3529,1
3531,4
3532,8
3536,7
3537,3
3538,7
3547,4
3557,6
3572,8
3573,7
3588,8
3590,7
3597,7
3601,5
3602,7
3608,8
3611,6
3616,6
3619,7
3623,4
3638,5
3641,5
3643,8
3647,3
3648,8
3662,4
3663,8
3665,4
3679,7
3683,6
3692,7
3700,7
3705,5
3706,8
3711,8
3712,4
3716,3
3725,5
3727,8
3739,7
3740,4
3743,4
3744,2
3750,8
3751,5
3752,1
3753,4
3754,1
3761,8
3762,7
3764,2
3773,8
3774,4
3775,8
3776,8
3785,6
3788,8
3791,5
3792,7
3794,3
3797,7
3798,8
3807,3
3808,8
3810,4
3813,8
3815,7
3818,7
3820,2
3824,8
3832,8
3836,8
3837,6
3849,8
3853,4
3861,3
3862,6
3863,4
3867,3
3868,7
3871,8
3873,5
3874,7
3879,8
3881,7
3883,8
3887,6
3888,4
3889,3
3898,2
3901,8
3904,2
3905,5
3907,6
3911,3
3915,8
3917,4
3923,7
3925,2
3931,7
3934,8
3943,6
3946,5
3947,5
3949,4
3958,4
3959,7
3960,4
3969,8
3971,8
3973,8
3976,8
3979,8
3982,8
3992,8
3993,6
3995,8
3997,5
4002,8
4003,8
4006,8
4010,8
4011,7
4012,8
4019,8
4020,1
4026,5
4030,1
4033,3
4034,8
4038,3
4045,7
4046,7
4047,1
4048,8
4055,8
4061,8
4063,2
4066,7
4069,8
4076,8
4081,7
4086,8
4087,8
4094,8
4096,2
4105,5
4107,5
4110,4
4115,8
4128,2
4131,8
4136,1
4140,5
4141,5
4142,8
4146,8
4156,5
4159,8
4171,6
4174,1
4175,3
4180,8
4187,8
4191,2
4193,7
4197,8
4201,6
4203,4
4205,4
4206,2
4209,8
4213,8
4215,6
4220,8
4223,8
4225,7
4234,1
4241,6
4244,6
4247,5
4254,5
4255,2
4262,3
4263,8
4266,1
4269,8
4270,1
4271,3
4274,8
4279,7
4286,1
4287,5
4288,8
4290,1
4294,8
4296,7
4299,5
4302,8
4316,8
4320,4
4321,2
4324,4
4325,2
4326,8
4332,8
4334,8
4343,8
4348,6
4350,7
4353,7
4356,8
4361,7
4367,4
4369,7
4371,7
4373,6
4374,1
4376,8
4393,3
4394,5
4397,1
4398,8
4404,8
4410,5
4411,2
4412,8
4414,5
4415,8
4418,2
4420,8
4426,6
4427,8
4430,3
4431,4
4435,8
4437,4
4438,8
4458,4
4461,5
4462,3
4464,5
4482,8
4484,7
4489,3
4494,7
4496,8
4503,5
4508,3
4515,4
4516,8
4517,8
4518,6
4524,3
4525,1
4527,8
4529,8
4535,5
4538,1
4544,6
4545,4
4550,4
4551,6
4554,7
4563,7
4565,7
4573,7
4576,8
4578,7
4587,8
4590,4
4597,4
4600,7
4608,8
4612,3
4615,7
4616,8
4618,7
4620,3
4622,5
4624,7
4628,5
4631,8
4633,8
4646,5
4648,1
4655,8
4669,8
4673,6
4677,7
4680,8
4683,4
4691,1
4694,8
4697,8
4698,2
4704,6
4711,5
4713,5
4716,4
4724,6
4727,8
4730,5
4731,7
4732,5
4741,1
4742,7
4743,7
4753,8
4758,8
4762,1
4765,3
4782,1
4787,8
4788,8
4789,1
4790,8
4792,8
4797,6
4805,5
4806,8
4809,7
4814,8
4823,8
4825,2
4830,6
4832,5
4833,2
4840,5
4841,7
4844,8
4845,8
4849,6
4858,8
4870,7
4875,8
4877,7
4882,6
4891,7
4900,4
4905,8
4907,5
4908,8
4923,7
4924,8
4925,8
4927,5
4933,8
4935,8
4941,3
4944,8
4946,3
4953,7
4956,1
4968,2
4985,1
4989,8
4995,1
5005,6
5010,2
5016,8
5018,8
5029,3
5031,4
5037,3
5039,7
5041,5
5043,7
5052,7
5055,5
5059,6
5063,8
5067,8
5070,7
5072,5
5073,6
5079,8
5086,5
5093,6
5094,1
5098,8
5101,8
5108,2
5112,8
5113,8
5119,8
5120,5
5121,8
5126,8
5127,8
5128,8
5131,3
5137,3
5146,8
5148,5
5150,6
5159,8
5160,8
5163,4
5170,7
5177,5
5179,8
5185,7
5188,8
5190,7
5191,3
5192,6
5195,3
5198,7
5208,5
5214,7
5215,7
5219,3
5220,8
5223,2
5224,2
5225,8
5227,2
5229,8
5231,2
5236,7
5237,6
5238,6
5240,4
5248,8
5252,8
5256,4
5269,8
5270,2
5272,8
5275,8
5276,6
5279,8
5280,5
5281,8
5291,6
5292,8
5294,2
5296,8
5302,6
5307,8
5312,8
5313,5
5314,8
5315,6
5316,6
5317,6
5318,6
5321,5
5322,8
5323,5
5324,8
5334,7
5343,1
5344,1
5345,6
5355,1
5364,6
5369,8
5371,8
5380,8
5385,1
5392,5
5395,6
5396,8
5398,8
5400,7
5402,8
5411,8
5412,1
5414,7
5417,4
5424,8
5427,7
5428,5
5430,5
5432,6
5438,1
5448,7
5459,1
5460,7
5461,4
5463,2
5477,3
5479,4
5481,7
5482,7
5491,2
5493,8
5506,7
5507,1
5517,7
5532,6
5533,6
5534,8
5541,8
5542,2
5548,1
5551,1
5553,4
5554,8
5565,7
5574,8
5575,8
5576,1
5583,5
5584,2
5586,2
5587,3
5588,8
5596,7
5597,8
5601,8
5603,7
5613,7
5614,8
5618,8
5619,7
5621,8
5622,8
5627,8
5628,4
5630,8
5633,1
5639,3
5643,7
5649,5
5653,7
5655,6
5664,1
5667,3
5670,8
5674,2
5678,7
5680,4
5687,3
5692,7
5694,6
5697,8
5701,2
5704,8
5710,5
5711,4
5716,1
5724,8
5725,2
5726,4
5727,8
5731,7
5749,4
5751,8
5755,5
5756,7
5761,8
5767,2
5768,4
5770,7
5772,2
5773,5
5775,8
5776,8
5784,1
5792,1
5793,7
5794,8
5797,7
5799,8
5800,8
5805,5
5809,8
5813,1
5817,8
5824,6
5829,4
5832,1
5835,3
5837,2
5847,7
5854,6
5857,4
5860,8
5872,4
5874,8
5876,3
5880,8
5882,5
5891,5
5892,2
5906,8
5922,8
5923,6
5927,6
5929,3
5941,3
5942,3
5945,7
5947,6
5950,8
5951,8
5952,5
5960,8
5965,7
5967,8
5974,8
5977,1
5984,2
5987,8
5991,4
5996,1
5997,8
6002,1
6005,4
6008,8
6009,3
6014,7
6027,7
6030,4
6033,8
6034,2
6035,8
6043,8
6046,5
6047,5
6048,7
6070,4
6071,4
6085,1
6090,6
6091,7
6092,6
6098,8
6106,8
6108,8
6111,2
6115,8
6117,2
6121,4
6124,7
6126,7
6129,8
6131,8
6141,7
6142,1
6143,3
6144,3
6147,5
6148,3
6155,7
6158,2
6159,7
6162,3
6166,8
6172,3
6177,2
6178,8
6181,5
6182,8
6185,7
6191,8
6195,8
6204,6
6205,7
6211,7
6212,8
6219,8
6220,8
6223,2
6226,8
6239,7
6243,8
6249,1
6252,8
6255,4
6260,4
6261,7
6263,3
6264,3
6270,1
6271,8
6272,6
6274,8
6277,1
6280,7
6284,5
6286,2
6288,4
6290,8
6293,6
6299,6
6301,8
6304,2
6306,5
6308,7
6309,4
6312,8
6321,6
6322,4
6331,3
6335,8
6340,7
6343,8
6344,1
6347,4
6348,4
6349,8
6350,8
6354,8
6355,4
6362,3
6367,7
6372,7
6375,8
6379,1
6384,3
6386,8
6390,5
6396,4
6401,4
6403,6
6408,4
6410,4
6420,8
6430,8
6436,7
6440,8
6442,8
6443,8
6444,3
6459,8
6466,7
6469,7
6474,8
6475,3
6476,1
6490,2
6491,3
6496,1
6497,7
6498,6
6499,7
6501,6
6514,1
6515,6
6524,8
6526,3
6532,8
6537,4
6538,6
6541,4
6546,5
6551,1
6554,5
6557,3
6560,3
6565,7
6566,6
6578,4
6582,8
6587,6
6593,7
6596,5
6611,7
6615,7
6620,8
6626,7
6627,6
6628,5
6635,6
6639,7
6641,4
6645,4
6660,8
6663,7
6669,7
6674,3
6682,7
6685,3
6687,8
6692,6
6695,8
6696,3
6699,5
6700,6
6701,7
6705,3
6707,5
6709,8
6711,8
6714,2
6722,5
6723,7
6724,7
6726,3
6733,8
6734,8
6735,8
6736,6
6738,4
6741,8
6746,8
6754,7
6758,1
6763,2
6764,2
6768,8
6778,1
6784,8
6785,6
6787,7
6806,4
6825,3
6830,1
6831,7
6832,6
6833,3
6835,2
6842,7
6843,1
6853,5
6859,4
6860,2
6862,7
6867,1
6868,8
6885,7
6888,2
6889,7
6897,1
6898,1
6900,7
6902,4
6903,3
6907,1
6909,1
6911,1
6925,8
6930,4
6931,2
6933,3
6937,7
6941,2
6948,7
6950,8
6956,8
6957,8
6960,8
6962,4
6969,3
6971,3
6973,2
6980,6
6983,2
6985,6
6999,8
7005,8
7006,8
7007,7
7012,1
7013,7
7016,4
7017,8
7020,5
7024,6
7026,1
7027,1
7029,5
7032,3
7034,8
7044,8
7054,1
7057,7
7058,5
7060,7
7065,5
7069,6
7071,8
7076,1
7077,4
7081,1
7082,4
7093,8
7095,3
7098,4
7099,1
7105,2
7106,4
7122,6
7129,8
7130,8
7135,5
7136,1
7137,5
7138,8
7141,7
7143,7
7159,8
7162,8
7165,3
7169,2
7171,3
7172,7
7175,8
7178,4
7182,5
7190,8
7194,3
7196,7
7205,8
7207,6
7210,8
7211,5
7216,8
7219,3
7222,5
7224,8
7234,5
7237,7
7242,5
7246,7
7247,1
7251,7
7252,3
7257,3
7276,5
7281,7
7286,8
7287,7
7295,5
7297,7
7300,7
7307,8
7308,1
7310,3
7315,1
7317,7
7318,7
7322,7
7325,8
7326,8
7332,7
7342,8
7345,8
7347,6
7349,7
7352,5
7353,1
7354,8
7370,7
7392,8
7394,8
7396,7
7397,6
7400,7
7402,1
7406,8
7409,8
7410,8
7412,7
7414,2
7419,7
7420,6
7421,8
7424,7
7428,3
7431,8
7435,8
7437,8
7445,5
7449,6
7456,7
7458,8
7459,3
7463,1
7464,7
7465,8
7467,8
7471,1
7472,4
7485,5
7494,1
7505,7
7511,8
7512,6
7513,3
7514,1
7515,5
7523,1
7530,7
7531,8
7536,8
7538,8
7542,2
7543,7
7549,4
7557,7
7559,6
7560,8
7563,5
7564,8
7567,8
7572,7
7575,1
7588,5
7595,4
7596,5
7602,6
7609,6
7612,7
7613,3
7621,6
7622,7
7624,8
7625,7
7629,8
7632,8
7634,7
7636,8
7637,2
7638,3
7640,1
7643,8
7648,8
7653,2
7654,8
7662,5
7671,8
7674,7
7682,4
7683,8
7686,6
7690,2
7692,8
7694,3
7695,4
7700,5
7714,3
7715,7
7721,8
7728,8
7737,5
7739,4
7745,2
7747,4
7761,8
7762,8
7763,7
7770,3
7771,6
7774,8
7776,2
7779,5
7793,7
7795,8
7796,8
7800,8
7803,8
7808,8
7811,7
7812,6
7813,2
7814,5
7818,2
7826,6
7827,8
7831,8
7834,8
7837,4
7841,8
7842,8
7843,3
7844,8
7851,8
7854,8
7856,8
7859,8
7866,5
7869,8
7870,7
7872,1
7886,6
7892,7
7893,7
7908,8
7910,8
7914,7
7919,5
7922,5
7930,3
7932,3
7947,1
7949,5
7950,8
7952,6
7953,5
7955,8
7960,6
7961,4
7962,7
7963,8
7967,1
7968,7
7975,5
7977,4
7980,7
7985,6
7987,7
7994,3
7995,8
7999,8
8005,8
8007,7
8009,8
8014,7
8017,4
8018,5
8024,5
8025,4
8026,6
8029,3
8031,8
8035,6
8049,7
8058,2
8060,8
8061,4
8070,5
8071,8
8072,4
8073,4
8075,5
8076,3
8081,7
8082,5
8090,7
8094,7
8097,5
8107,5
8112,4
8115,4
8120,3
8123,2
8128,4
8129,8
8133,6
8138,7
8142,4
8143,7
8145,5
8146,7
8147,5
8151,4
8153,8
8163,2
8167,8
8168,4
8169,7
8172,2
8178,1
8184,6
8185,6
8186,3
8187,7
8191,3
8196,5
8205,5
8206,8
8216,1
8218,7
8219,8
8227,7
8228,7
8230,8
8231,4
8234,8
8241,8
8242,7
8245,8
8246,7
8251,7
8254,4
8262,3
8269,8
8277,8
8286,7
8287,3
8288,4
8289,6
8292,5
8293,3
8294,1
8296,7
8306,2
8307,2
8314,7
8317,2
8320,7
8326,3
8329,4
8330,5
8331,2
8343,5
8350,4
8352,1
8354,5
8355,3
8356,6
8357,1
8364,7
8370,2
8381,1
8382,7
8383,8
8386,4
8389,7
8390,4
8393,7
8399,8
8400,3
8403,6
8404,3
8405,8
8409,6
8413,6
8417,6
8418,3
8423,7
8427,7
8431,8
8432,8
8434,8
8437,8
8447,7
8449,8
8457,4
8459,5
8461,3
8466,5
8467,8
8469,8
8479,4
8481,8
8493,5
8496,7
8501,8
8502,6
8508,5
8509,8
8514,8
8518,5
8519,6
8527,8
8530,8
8537,6
8539,7
8542,7
8547,8
8550,7
8554,5
8556,3
8560,8
8566,5
8569,7
8571,8
8572,7
8575,4
8580,5
8584,4
8585,8
8587,3
8593,6
8595,5
8597,4
8598,8
8599,5
8601,8
8607,2
8612,6
8621,8
8625,5
8630,8
8631,7
8633,7
8644,6
8650,1
8652,8
8656,8
8657,8
8659,8
8660,8
8665,6
8667,1
8668,4
8670,7
8682,8
8690,5
8692,7
8698,6
8702,3
8710,4
8713,8
8714,8
8715,7
8718,5
8719,3
8722,8
8737,7
8738,8
8739,8
8740,2
8745,5
8750,8
8754,1
8757,8
8762,1
8769,8
8773,8
8782,7
8790,7
8804,3
8815,5
8818,5
8819,8
8828,6
8831,6
8838,7
8841,2
8847,4
8849,1
8857,2
8860,1
8861,8
8875,7
8884,4
8889,7
8891,8
8893,8
8894,7
8897,8
8909,3
8928,7
8932,4
8933,3
8934,8
8938,8
8943,3
8946,5
8951,1
8953,4
8959,1
8960,3
8963,4
8968,8
8972,7
8973,3
8977,1
8978,4
8980,8
8984,1
8987,8
8989,7
8995,8
8996,8
9001,3
9003,1
9005,5
9007,7
9009,6
9012,7
9015,8
9024,4
9031,7
9032,7
9035,7
9053,8
9060,6
9067,7
9068,8
9077,7
9080,8
9084,8
9087,5
9090,4
9095,7
9098,3
9101,8
9108,5
9112,1
9113,6
9117,6
9123,7
9124,7
9127,7
9130,5
9132,4
9136,5
9138,8
9142,8
9143,6
9145,8
9146,4
9148,7
9151,1
9154,7
9158,6
9163,6
9169,4
9171,8
9176,4
9181,8
9185,7
9187,8
9188,8
9190,8
9204,8
9205,5
9207,5
9213,8
9220,6
9221,7
9224,5
9225,8
9227,8
9232,7
9234,8
9237,6
9238,8
9240,2
9248,7
9253,8
9254,8
9257,4
9264,2
9267,6
9269,8
9271,7
9272,7
9276,7
9278,3
9280,7
9281,8
9286,1
9288,6
9290,7
9291,8
9293,7
9294,8
9295,8
9298,8
9303,1
9304,8
9307,8
9309,8
9314,2
9315,5
9317,7
9318,7
9319,4
9320,5
9326,7
9331,3
9339,5
9342,4
9349,1
9353,1
9359,8
9362,2
9366,8
9376,2
9384,6
9386,7
9390,4
9396,7
9399,6
9402,4
9415,4
9420,7
9421,7
9422,7
9425,2
9428,8
9440,7
9441,3
9443,6
9451,8
9456,2
9457,1
9459,7
9465,4
9475,8
9483,1
9485,8
9488,7
9492,1
9494,1
9495,4
9498,4
9502,7
9506,5
9509,7
9512,8
9516,8
9520,8
9524,4
9531,1
9532,8
9538,7
9547,5
9549,4
9550,1
9552,8
9555,8
9563,8
9565,8
9574,7
9586,2
9587,8
9593,8
9594,5
9597,8
9600,1
9603,8
9607,8
9608,3
9609,3
9610,8
9612,8
9613,7
9618,3
9619,5
9621,4
9625,5
9638,8
9644,6
9650,3
9652,2
9654,8
9660,8
9665,7
9666,6
9668,5
9672,8
9674,8
9677,1
9683,4
9689,8
9690,6
9691,2
9701,8
9709,8
9712,8
9713,5
9714,6
9717,8
9720,8
9726,8
9729,7
9730,7
9741,8
9747,6
9763,8
9765,5
9771,8
9774,8
9777,5
9779,7
9783,3
9784,8
9791,8
9802,5
9810,5
9818,7
9820,8
9822,8
9825,2
9829,8
9832,7
9839,6
9846,8
9847,6
9852,4
9854,5
9855,1
9857,4
9860,3
9863,6
9866,4
9867,8
9869,8
9875,6
9879,1
9880,7
9885,6
9889,8
9890,6
9898,8
9900,1
9901,5
9917,8
9927,2
9928,6
9933,5
9937,5
9939,8
9940,2
9942,1
9945,8
9946,7
9950,8
9953,2
9954,1
9961,5
9975,8
9980,4
9983,8
9988,3
9989,4
9990,2
9991,6
9993,3
10000,5
10007,8
10010,8
10013,5
10019,5
10024,8
10026,4
10034,8
10037,5
10038,4
10045,6
10046,7
10056,6
10060,8
10062,8
10067,4
10070,2
10073,4
10074,8
10082,5
10086,6
10092,8
10096,8
10110,7
10111,6
10113,8
10115,4
10116,8
10117,5
10132,8
10135,5
10136,6
10144,7
10147,7
10154,8
10162,8
10164,6
10166,2
10167,7
10179,8
10184,8
10192,1
10203,3
10206,3
10215,7
10217,8
10222,6
10227,3
10231,8
10232,6
10236,4
10238,4
10248,6
10252,2
10262,8
10273,7
10288,7
10289,6
10290,7
10291,7
10292,5
10296,5
10302,6
10304,5
10311,6
10312,2
10313,3
10316,4
10318,7
10319,1
10320,7
10324,1
10325,8
10329,2
10330,8
10332,3
10333,6
10344,7
10348,8
10349,4
10352,5
10353,6
10354,8
10356,8
10357,8
10360,6
10362,8
10367,4
10369,8
10370,7
10372,2
10376,8
10377,8
10379,8
10384,8
10388,7
10391,8
10395,8
10403,5
10405,4
10407,6
10411,7
10417,8
10418,8
10420,8
10422,2
10426,3
10447,7
10449,4
10450,4
10453,8
10455,2
10457,2
10458,1
10461,2
10463,2
10467,8
10470,6
10475,5
10482,8
10485,2
10495,7
10501,7
10504,7
10510,8
10513,1
10517,4
10525,2
10530,5
10536,8
10537,7
10540,4
10550,8
10551,2
10552,8
10557,8
10560,4
10562,3
10563,3
10566,1
10568,7
10578,6
10580,2
10587,8
10597,2
10599,8
10606,5
10608,8
10610,4
10614,1
10615,8
10617,6
10625,1
10629,8
10633,3
10636,6
10637,7
10640,8
10649,6
10653,6
10654,8
10656,1
10660,8
10662,7
10667,3
10669,8
10671,6
10672,8
10676,4
10677,8
10680,8
10681,1
10690,8
10702,3
10703,2
10706,8
10708,3
10710,7
10713,8
10718,5
10720,6
10724,1
10726,8
10732,8
10735,6
10739,7
10742,7
10746,2
10747,5
10748,8
10752,8
10754,8
10758,7
10766,8
10768,8
10771,7
10772,8
10781,1
10782,2
10786,8
10788,7
10789,3
10796,1
10798,8
10802,2
10804,4
10812,7
10824,2
10826,7
10833,5
10837,1
10840,1
10841,4
10842,7
10846,3
10848,8
10849,8
10850,8
10853,7
10855,8
10856,7
10858,8
10861,7
10867,7
10883,1
10890,6
10892,6
10893,7
10896,3
10897,1
10901,7
10907,7
10909,8
10910,1
10913,8
10921,8
10926,8
10929,8
10933,1
10936,8
10938,5
10940,4
10941,8
10942,5
10947,6
10949,4
10951,4
10952,3
10955,3
10977,8
10978,4
10979,4
10980,1
10993,1
10995,8
11000,6
11002,8
11008,4
11009,3
11017,8
11023,8
11026,3
11027,3
11036,7
11041,6
11050,7
11075,8
11077,3
11088,4
11090,7
11092,8
11097,1
11101,7
11110,6
11112,1
11113,6
11123,7
11124,5
11126,1
11135,6
11136,1
11139,7
11146,6
11159,7
11166,7
11173,1
11174,2
11177,8
11178,4
11180,7
11188,5
11189,6
11190,3
11192,8
11203,4
11206,1
11209,6
11215,8
11224,8
11225,2
11227,5
11231,3
11242,7
11245,5
11246,6
11249,4
11251,8
11253,8
11255,8
11257,3
11258,7
11265,3
11268,1
11270,8
11272,2
11277,3
11278,7
11282,5
11285,3
11288,7
11293,2
11295,4
11296,1
11301,8
11311,7
11317,3
11320,5
11323,8
11325,3
11331,8
11332,3
11342,4
11345,7
11350,6
11356,1
11357,5
11383,4
11386,8
11387,7
11388,8
11390,2
11392,7
11394,3
11406,7
11410,1
11412,8
11417,4
11418,7
11423,3
11424,2
